city,tract,county,BoroCTLbl,Households (HH) Count,HH 0-10k,HH 10k-15k,HH 15k-25k,HH 25k-35k,HH 35k-50k,HH 50k-75k,HH 75k-100k,HH 100k-150k,HH 150k-200k,HH 200k-UP,Household Median Income,Household Mean Income
 New York,425,Brooklyn,Brooklyn 425,1112,3.5,3.0,4.4,12.1,12.3,14.1,12.9,22.2,7.6,7.9,75938,93368
 New York,426,Brooklyn,Brooklyn 426,1513,10.6,7.4,17.1,9.5,7.6,12.6,13.9,14.1,4.2,2.9,44632,62415
 New York,427,Brooklyn,Brooklyn 427,1784,11.0,9.0,7.5,9.9,9.1,11.7,14.1,15.1,5.4,7.2,55950,74385
 New York,428,Brooklyn,Brooklyn 428,1503,9.8,7.4,7.3,11.3,11.6,17.2,6.7,14.6,8.2,6.1,53603,78561
 New York,429,Brooklyn,Brooklyn 429,1777,11.8,4.4,10.1,14.4,10.2,10.9,13.7,9.2,9.1,6.2,49099,73181
 New York,430,Brooklyn,Brooklyn 430,1229,7.6,6.6,16.9,12.1,19.1,15.2,13.6,4.7,2.5,1.5,36910,50932
 New York,431,Brooklyn,Brooklyn 431,1699,5.5,10.8,9.5,7.8,10.4,16.5,16.4,16.5,4.8,1.8,56875,70131
 New York,432,Brooklyn,Brooklyn 432,1480,6.9,6.5,12.6,3.4,15.0,21.6,9.1,15.7,4.9,4.3,54943,69151
 New York,433,Brooklyn,Brooklyn 433,1388,21.3,8.1,16.8,8.9,12.1,12.5,7.6,9.6,1.2,1.9,27955,45686
 New York,434,Brooklyn,Brooklyn 434,1243,5.0,10.9,11.3,10.8,14.5,20.2,10.1,4.2,5.1,8.0,45708,74491
 New York,435,Brooklyn,Brooklyn 435,1477,8.8,6.8,8.8,6.0,14.8,13.3,13.3,16.2,8.1,3.9,62813,75895
 New York,436,Brooklyn,Brooklyn 436,1557,7.3,8.2,13.5,8.6,9.1,17.9,11.8,12.2,10.3,1.1,57163,66414
 New York,437,Brooklyn,Brooklyn 437,1820,5.5,7.2,11.6,5.9,12.7,22.3,6.2,15.2,7.8,5.7,58083,75882
 New York,438,Brooklyn,Brooklyn 438,961,9.3,14.3,12.1,8.9,10.2,18.5,7.2,7.9,4.5,7.2,39554,66185
 New York,439,Brooklyn,Brooklyn 439,1290,9.5,6.7,22.2,6.8,8.7,9.1,15.7,11.5,6.2,3.8,41250,66580
 New York,440,Brooklyn,Brooklyn 440,887,10.9,8.5,11.8,8.3,10.5,14.0,8.8,9.8,5.5,11.8,49688,85644
 New York,441,Brooklyn,Brooklyn 441,1891,9.3,9.3,11.5,11.8,11.2,13.9,9.8,12.7,8.1,2.3,47641,64169
 New York,442,Brooklyn,Brooklyn 442,885,5.5,1.8,12.1,9.6,7.8,14.6,4.7,13.6,5.8,24.5,74306,144365
 New York,443,Brooklyn,Brooklyn 443,1953,11.4,8.1,14.2,5.0,12.5,15.0,6.5,18.2,4.5,4.5,47356,73303
 New York,444,Brooklyn,Brooklyn 444,1194,7.7,8.5,9.5,14.6,13.1,15.2,11.2,13.9,0.7,5.5,47616,79638
 New York,445,Brooklyn,Brooklyn 445,1662,3.0,3.8,7.8,9.6,16.7,21.5,8.9,20.5,6.3,1.8,61341,76471
 New York,446,Brooklyn,Brooklyn 446,634,1.1,9.9,13.4,8.4,10.4,14.2,10.4,16.6,7.9,7.7,62083,89919
 New York,447,Brooklyn,Brooklyn 447,782,6.4,10.0,9.6,16.0,15.1,12.8,4.9,7.3,12.7,5.4,44688,70360
 New York,448,Brooklyn,Brooklyn 448,704,8.1,6.4,13.5,8.1,7.1,15.9,9.8,13.1,5.8,12.2,59773,100008
 New York,449,Brooklyn,Brooklyn 449,1170,26.2,9.1,18.8,7.4,4.9,12.0,5.8,14.1,0.4,1.3,21667,42936
 New York,450,Brooklyn,Brooklyn 450,138,5.8,12.3,6.5,13.8,8.0,15.2,0.0,12.3,0.0,26.1,54063,132298
 New York,452,Brooklyn,Brooklyn 452,839,7.7,6.7,6.9,7.4,8.2,17.3,8.8,21.7,3.7,11.6,64950,95789
 New York,453,Brooklyn,Brooklyn 453,695,6.2,7.8,14.7,4.2,11.5,10.1,14.4,16.5,10.5,4.2,57137,82897
 New York,454,Brooklyn,Brooklyn 454,546,6.6,4.8,10.3,13.0,10.6,15.4,10.1,3.7,11.9,13.7,60500,98456
 New York,456,Brooklyn,Brooklyn 456,761,7.9,13.7,12.6,9.5,11.8,19.2,4.1,12.2,3.2,5.9,39676,66946
 New York,458,Brooklyn,Brooklyn 458,519,6.9,0.0,9.8,9.8,8.1,12.3,11.2,16.0,2.9,22.9,87083,136843
 New York,460,Brooklyn,Brooklyn 460,1183,6.8,8.9,13.5,7.2,10.0,17.0,13.4,10.7,5.3,7.1,57260,76991
 New York,462.01,Brooklyn,Brooklyn 462.01,1055,8.4,21.4,17.3,5.1,6.8,8.2,11.5,12.5,5.5,3.2,29539,61195
 New York,462.02,Brooklyn,Brooklyn 462.02,598,2.5,6.0,8.7,12.9,12.7,13.7,14.7,13.9,1.8,13.0,54914,107501
 New York,464,Brooklyn,Brooklyn 464,625,6.6,5.0,9.0,20.2,8.3,11.2,11.4,16.0,10.6,1.9,57639,72932
 New York,468,Brooklyn,Brooklyn 468,490,3.9,9.8,2.7,19.4,15.3,11.0,5.5,20.4,9.2,2.9,48214,77233
 New York,470,Brooklyn,Brooklyn 470,677,2.7,9.3,9.9,15.1,13.1,14.8,13.0,7.2,1.5,13.4,49931,87510
 New York,472,Brooklyn,Brooklyn 472,613,5.7,4.7,16.8,10.1,6.2,18.9,8.0,17.5,7.3,4.7,57250,75092
 New York,474,Brooklyn,Brooklyn 474,682,3.1,2.5,17.2,16.9,7.0,17.4,6.5,18.9,2.8,7.8,51173,88057
 New York,476,Brooklyn,Brooklyn 476,961,3.3,12.4,20.7,9.3,13.9,12.7,5.9,10.7,1.4,9.7,36007,65150
 New York,477,Brooklyn,Brooklyn 477,1714,2.8,2.3,4.8,4.8,6.5,7.7,16.6,17.0,10.0,27.4,107727,138758
 New York,478,Brooklyn,Brooklyn 478,1070,4.4,7.2,8.8,11.0,16.6,8.9,16.6,14.6,8.5,3.4,63393,79202
 New York,480,Brooklyn,Brooklyn 480,1060,11.8,10.5,7.1,26.6,8.3,10.9,5.8,9.2,4.2,5.5,31918,58350
 New York,481,Brooklyn,Brooklyn 481,1388,8.9,4.3,7.1,2.4,8.2,14.3,10.2,20.8,10.7,13.1,84271,102794
 New York,482,Brooklyn,Brooklyn 482,1780,7.5,3.5,10.3,14.7,18.3,18.5,11.6,8.2,5.7,1.7,47957,60807
 New York,484,Brooklyn,Brooklyn 484,1646,4.5,8.5,13.9,10.0,10.5,21.2,14.6,9.5,2.4,4.9,51382,62163
 New York,485,Brooklyn,Brooklyn 485,961,4.5,5.0,4.3,1.6,12.2,13.8,8.0,22.6,17.6,10.5,100339,104603
 New York,486,Brooklyn,Brooklyn 486,902,3.4,3.2,17.3,13.6,13.4,23.1,9.9,8.8,4.3,3.0,48750,60271
 New York,488,Brooklyn,Brooklyn 488,1371,2.8,2.9,12.1,9.0,22.7,19.4,6.1,14.0,4.3,6.7,50232,72757
 New York,489,Brooklyn,Brooklyn 489,1545,24.7,19.3,17.4,13.7,7.6,8.4,2.8,5.4,0.0,0.6,18640,30937
 New York,490,Brooklyn,Brooklyn 490,2111,4.4,6.9,11.5,5.9,13.2,20.3,9.8,20.6,2.5,4.9,54787,80450
 New York,491,Brooklyn,Brooklyn 491,2724,10.6,16.2,9.8,12.1,11.3,13.8,12.4,8.7,2.8,2.3,37093,54639
 New York,492,Brooklyn,Brooklyn 492,1087,8.1,7.8,10.2,4.9,19.0,15.7,10.4,10.9,6.3,6.6,52639,80521
 New York,493,Brooklyn,Brooklyn 493,3252,16.6,16.7,10.9,10.1,9.9,12.1,9.7,5.9,2.0,6.2,29922,61676
 New York,494,Brooklyn,Brooklyn 494,2052,5.3,11.2,10.9,8.5,10.5,10.0,14.1,17.0,8.4,4.1,54405,73687
 New York,495,Brooklyn,Brooklyn 495,1211,5.8,6.3,5.3,6.2,8.7,11.2,7.9,19.0,12.6,17.1,96078,117777
 New York,496,Brooklyn,Brooklyn 496,1385,3.4,10.8,5.8,5.3,11.6,13.2,15.6,18.1,9.2,7.0,74879,88727
 New York,497,Brooklyn,Brooklyn 497,1467,3.6,6.1,4.4,5.9,3.9,18.5,13.0,16.0,14.6,14.0,89825,131990
 New York,498,Brooklyn,Brooklyn 498,1532,0.8,6.5,5.5,9.1,11.7,16.8,14.9,18.5,10.3,5.8,74271,89317
 New York,499,Brooklyn,Brooklyn 499,880,3.0,2.3,7.2,4.8,7.0,21.8,15.8,9.7,7.2,21.4,81042,127147
 New York,500,Brooklyn,Brooklyn 500,1437,2.0,0.5,3.7,4.7,5.4,15.4,22.0,14.6,10.3,21.4,94232,132721
 New York,501,Brooklyn,Brooklyn 501,1444,4.2,6.4,6.2,0.5,8.7,15.3,9.4,20.9,12.0,16.3,99083,120190
 New York,502.02,Brooklyn,Brooklyn 502.02,1083,3.5,2.0,5.0,4.9,8.5,14.8,15.2,13.9,8.2,23.9,90536,141873
 New York,503,Brooklyn,Brooklyn 503,1263,4.2,2.4,9.3,8.8,5.1,13.4,16.0,25.9,4.3,10.7,89625,99907
 New York,504,Brooklyn,Brooklyn 504,2011,7.1,2.6,7.3,6.5,8.0,10.7,17.3,23.3,9.0,8.2,83265,109786
 New York,505,Brooklyn,Brooklyn 505,1901,15.5,4.7,15.1,12.3,8.3,13.5,11.4,10.0,6.2,3.0,38897,59748
 New York,506,Brooklyn,Brooklyn 506,2023,13.2,1.7,12.9,9.1,8.0,18.6,14.5,10.7,6.9,4.4,55272,68184
 New York,507,Brooklyn,Brooklyn 507,580,6.2,9.1,19.8,19.5,9.5,18.3,10.7,4.0,2.1,0.9,31724,50799
 New York,508.01,Brooklyn,Brooklyn 508.01,1379,7.0,8.8,10.5,14.1,11.8,15.6,9.9,13.2,6.9,2.1,43950,64548
 New York,508.03,Brooklyn,Brooklyn 508.03,948,7.1,3.5,13.3,12.4,15.0,19.2,13.3,11.2,2.3,2.7,46810,62941
 New York,508.04,Brooklyn,Brooklyn 508.04,2508,7.0,6.7,10.5,13.3,9.6,21.1,13.7,12.2,2.3,3.7,53134,63766
 New York,509,Brooklyn,Brooklyn 509,768,3.1,11.2,13.7,16.5,15.6,14.6,3.5,9.6,5.1,7.0,40870,64299
 New York,510.01,Brooklyn,Brooklyn 510.01,1445,7.3,8.4,10.7,12.4,6.9,28.7,10.4,8.9,1.8,4.7,53373,63519
 New York,510.02,Brooklyn,Brooklyn 510.02,1813,4.9,5.6,12.4,10.7,16.9,21.3,12.8,9.3,4.0,2.2,48295,65106
 New York,511,Brooklyn,Brooklyn 511,1945,12.9,11.6,16.9,6.1,7.5,8.5,7.2,6.5,11.7,11.1,42159,78662
 New York,512,Brooklyn,Brooklyn 512,2364,11.9,4.5,8.8,7.7,12.7,20.7,14.6,12.9,2.0,4.2,54688,66103
 New York,513,Brooklyn,Brooklyn 513,2232,2.4,7.4,9.1,4.9,7.7,13.3,6.6,15.9,17.7,14.9,94750,111315
 New York,514,Brooklyn,Brooklyn 514,2784,7.0,7.5,4.2,9.3,19.5,13.5,14.4,15.9,3.2,5.4,52791,74525
 New York,515,Brooklyn,Brooklyn 515,1106,4.5,0.5,1.4,2.4,4.4,12.3,5.8,21.5,20.0,27.2,143000,167413
 New York,516.01,Brooklyn,Brooklyn 516.01,1946,6.8,8.9,4.9,12.2,11.3,23.0,14.0,14.6,3.8,0.5,51913,61676
 New York,516.02,Brooklyn,Brooklyn 516.02,1376,7.0,5.3,14.6,4.4,11.1,23.4,15.0,12.2,4.2,2.8,60833,65981
 New York,517,Brooklyn,Brooklyn 517,1435,7.0,0.7,0.6,10.2,6.6,4.1,7.8,26.9,12.0,24.2,116705,147947
 New York,518,Brooklyn,Brooklyn 518,1394,8.9,0.8,10.8,6.0,14.1,17.5,14.4,6.0,8.0,13.5,57424,100068
 New York,519,Brooklyn,Brooklyn 519,2656,1.5,4.4,8.6,3.0,2.7,5.9,13.9,15.4,19.6,24.9,131375,153873
 New York,520,Brooklyn,Brooklyn 520,1421,5.3,7.8,9.6,9.1,10.2,12.8,11.1,14.7,9.9,9.4,65288,96878
 New York,523,Brooklyn,Brooklyn 523,2283,15.2,10.6,4.6,5.6,12.4,11.2,11.7,14.5,4.5,9.8,53879,80219
 New York,525,Brooklyn,Brooklyn 525,1226,14.6,16.3,12.9,6.9,16.0,8.0,11.2,10.2,1.3,2.7,34091,62508
 New York,526,Brooklyn,Brooklyn 526,1829,5.7,5.1,7.3,6.1,6.9,25.9,10.8,18.6,7.1,6.5,67716,89658
 New York,527,Brooklyn,Brooklyn 527,2383,12.1,4.5,9.4,11.2,8.6,18.5,12.9,13.8,2.3,6.7,55170,72478
 New York,528,Brooklyn,Brooklyn 528,644,7.6,2.6,4.2,5.1,13.2,11.2,8.1,17.5,11.0,19.4,88125,130357
 New York,529,Brooklyn,Brooklyn 529,957,7.9,13.0,18.6,12.4,13.7,9.0,8.7,10.8,0.8,5.1,31788,56849
 New York,530,Brooklyn,Brooklyn 530,1125,4.2,11.2,13.2,10.9,16.6,14.0,6.1,9.5,8.6,5.7,42401,68809
 New York,531,Brooklyn,Brooklyn 531,1726,5.6,9.8,27.1,7.9,12.5,17.0,6.8,6.3,3.4,3.7,34583,53357
 New York,532,Brooklyn,Brooklyn 532,991,6.5,6.4,8.5,6.0,11.2,19.8,12.6,13.4,10.1,5.7,66513,97120
 New York,533,Brooklyn,Brooklyn 533,1654,12.1,10.2,24.1,15.7,5.6,14.9,7.4,4.2,2.6,3.3,27239,66163
 New York,534,Brooklyn,Brooklyn 534,1281,12.7,7.7,23.1,10.1,9.8,5.8,10.5,9.7,6.0,4.6,32578,66667
 New York,535,Brooklyn,Brooklyn 535,986,1.5,26.8,17.8,17.3,19.1,6.1,7.1,4.3,0.0,0.0,30240,35637
 New York,537,Brooklyn,Brooklyn 537,671,6.7,13.7,17.9,14.2,14.9,13.7,7.7,5.1,1.2,4.9,33669,48757
 New York,538,Brooklyn,Brooklyn 538,2054,8.8,14.9,12.0,5.2,15.1,18.4,10.2,6.9,3.9,4.6,42598,59890
 New York,539,Brooklyn,Brooklyn 539,826,8.7,19.4,28.0,12.0,5.6,5.9,9.2,7.4,1.9,1.9,21265,43216
 New York,542,Brooklyn,Brooklyn 542,1536,6.4,17.2,6.6,11.1,11.8,16.9,6.8,13.5,6.3,3.4,42429,64933
 New York,543,Brooklyn,Brooklyn 543,197,0.0,0.0,11.7,7.1,4.6,2.5,9.6,26.9,18.8,18.8,116250,141729
 New York,544,Brooklyn,Brooklyn 544,1241,4.7,13.5,13.1,5.4,10.0,17.3,7.6,16.2,2.9,9.3,58218,93644
 New York,545,Brooklyn,Brooklyn 545,2396,15.7,18.2,21.1,10.1,11.7,6.8,7.5,1.2,3.5,4.2,20541,52215
 New York,546,Brooklyn,Brooklyn 546,1821,10.4,10.4,9.4,11.3,8.9,20.3,10.0,11.4,4.1,3.8,49798,64741
 New York,547,Brooklyn,Brooklyn 547,1633,11.6,6.1,13.2,12.4,11.5,11.7,5.3,12.0,4.5,11.6,41553,77917
 New York,548,Brooklyn,Brooklyn 548,765,6.8,8.1,9.5,6.1,16.5,8.8,10.3,13.6,5.5,14.8,61250,107801
 New York,549,Brooklyn,Brooklyn 549,1619,3.4,4.2,3.3,5.1,5.4,11.6,15.4,14.0,7.8,29.9,101348,166744
 New York,550,Brooklyn,Brooklyn 550,1383,7.1,8.0,13.4,6.5,3.7,23.7,10.2,17.5,3.0,6.9,61678,74852
 New York,551,Brooklyn,Brooklyn 551,2278,4.6,3.8,7.2,7.8,14.6,13.3,18.9,14.9,3.4,11.5,67857,100236
 New York,552,Brooklyn,Brooklyn 552,1448,7.9,6.9,9.9,5.1,18.9,14.4,15.3,10.0,5.9,5.7,50726,73537
 New York,553,Brooklyn,Brooklyn 553,1482,7.1,3.0,2.0,2.8,12.3,8.9,13.8,15.5,14.2,20.5,100395,131868
 New York,554,Brooklyn,Brooklyn 554,1617,5.9,12.6,11.4,9.2,15.4,11.9,9.3,14.5,7.4,2.4,45603,65007
 New York,555,Brooklyn,Brooklyn 555,3273,5.9,1.0,1.8,5.5,4.1,9.8,5.8,19.5,11.9,34.7,140845,198378
 New York,556,Brooklyn,Brooklyn 556,1261,6.9,4.9,9.7,13.5,12.2,11.9,9.7,12.5,8.6,10.2,55257,83817
 New York,557,Brooklyn,Brooklyn 557,976,12.7,3.0,1.0,2.4,13.2,7.4,15.5,12.1,13.5,19.3,90481,144846
 New York,558,Brooklyn,Brooklyn 558,908,7.8,5.7,11.0,7.9,10.1,16.9,9.9,13.5,4.2,12.9,62054,92165
 New York,560,Brooklyn,Brooklyn 560,1392,5.4,7.4,9.3,11.0,15.8,11.6,9.8,18.7,6.0,5.1,52105,75103
 New York,561,Brooklyn,Brooklyn 561,1609,3.4,1.4,9.8,7.2,7.6,7.9,13.1,20.5,7.8,21.4,99526,138036
 New York,562,Brooklyn,Brooklyn 562,546,5.3,2.2,8.6,7.9,11.9,9.7,8.2,10.4,13.4,22.3,86136,128731
 New York,563,Brooklyn,Brooklyn 563,2223,10.1,6.6,6.2,3.1,7.6,13.5,12.8,19.5,6.0,14.7,77880,99133
 New York,564,Brooklyn,Brooklyn 564,959,4.3,2.0,5.5,9.1,9.8,12.9,11.5,21.5,12.3,11.2,91215,108845
 New York,565,Brooklyn,Brooklyn 565,1520,4.6,5.4,5.7,5.5,6.1,8.7,14.8,21.7,16.3,11.3,98804,113592
 New York,566,Brooklyn,Brooklyn 566,996,3.8,3.3,4.0,8.4,6.4,22.8,11.7,23.0,6.8,9.6,80511,96046
 New York,568,Brooklyn,Brooklyn 568,562,4.4,0.0,4.4,10.3,12.1,11.2,19.6,22.8,3.7,11.4,83810,98310
 New York,569,Brooklyn,Brooklyn 569,769,4.4,3.1,7.7,6.9,4.8,11.6,12.1,19.6,9.2,20.5,98393,122646
 New York,570,Brooklyn,Brooklyn 570,1411,5.5,3.4,5.9,7.9,18.4,17.1,11.9,15.2,10.2,4.5,65506,80423
 New York,571,Brooklyn,Brooklyn 571,1812,5.7,3.6,12.3,7.7,5.1,15.1,14.7,15.5,5.6,14.8,75833,97059
 New York,572,Brooklyn,Brooklyn 572,2304,18.8,16.2,18.7,14.2,21.0,2.1,5.9,2.6,0.3,0.0,23402,30236
 New York,573,Brooklyn,Brooklyn 573,1064,2.6,4.1,11.1,4.3,6.8,13.3,11.6,15.0,12.2,18.9,88571,115568
 New York,574,Brooklyn,Brooklyn 574,982,7.3,5.2,8.0,4.8,10.0,11.4,13.2,18.6,12.2,9.2,81154,95547
 New York,575,Brooklyn,Brooklyn 575,2115,6.2,5.5,12.3,2.5,8.1,13.0,15.6,21.2,8.5,7.1,81101,92005
 New York,576,Brooklyn,Brooklyn 576,1010,5.7,1.7,7.2,4.9,7.4,20.6,15.9,12.6,13.9,10.1,79018,99712
 New York,578,Brooklyn,Brooklyn 578,1093,6.1,4.9,7.5,8.9,20.9,12.1,14.0,10.4,4.0,11.2,56217,84638
 New York,579,Brooklyn,Brooklyn 579,478,9.8,4.4,10.0,11.7,7.3,8.8,12.6,20.5,4.0,10.9,68750,89718
 New York,580,Brooklyn,Brooklyn 580,1315,9.4,6.3,19.1,5.2,8.3,14.0,7.8,21.5,3.8,4.6,52443,71129
 New York,582,Brooklyn,Brooklyn 582,977,6.3,6.1,6.6,11.0,16.1,17.4,9.4,23.6,1.5,1.9,52468,65845
 New York,584,Brooklyn,Brooklyn 584,1418,5.8,6.8,14.8,10.4,5.8,10.2,17.3,16.6,8.9,3.3,63958,74192
 New York,586,Brooklyn,Brooklyn 586,801,6.9,5.0,7.2,8.6,13.4,19.2,10.4,12.2,6.0,11.1,65139,90560
 New York,588,Brooklyn,Brooklyn 588,1400,4.1,4.6,10.6,10.7,7.9,17.6,10.1,16.0,9.8,8.6,63516,98180
 New York,589,Brooklyn,Brooklyn 589,768,3.5,1.6,5.9,5.1,12.4,23.0,6.9,26.2,9.0,6.5,74052,95339
 New York,590,Brooklyn,Brooklyn 590,626,9.4,8.1,5.6,7.0,11.0,16.5,11.8,13.4,9.1,8.0,59833,84485
 New York,591,Brooklyn,Brooklyn 591,1866,4.9,2.8,4.1,5.8,8.7,13.3,10.1,23.3,15.6,11.3,103026,107806
 New York,592,Brooklyn,Brooklyn 592,1701,4.2,9.5,12.7,8.3,10.7,14.2,10.0,20.3,4.5,5.5,57839,79543
 New York,593,Brooklyn,Brooklyn 593,891,8.2,3.3,4.6,6.4,9.5,14.4,17.4,19.1,7.2,10.0,80272,89076
 New York,594.01,Brooklyn,Brooklyn 594.01,3032,8.9,9.4,10.3,4.7,8.9,15.2,14.3,16.6,3.3,8.4,59238,79121
 New York,594.02,Brooklyn,Brooklyn 594.02,2071,3.0,6.1,5.3,10.9,6.3,15.1,13.4,19.1,11.9,8.9,82852,100128
 New York,596,Brooklyn,Brooklyn 596,1153,5.2,10.1,7.5,11.4,16.7,11.4,6.4,22.5,3.6,5.2,47083,75309
 New York,598,Brooklyn,Brooklyn 598,1299,5.7,5.6,11.5,7.2,8.9,7.9,16.6,15.3,13.7,7.6,76968,94199
 New York,600,Brooklyn,Brooklyn 600,2559,3.7,6.3,7.2,9.7,8.4,17.6,14.0,12.8,14.9,5.4,69920,88298
 New York,606,Brooklyn,Brooklyn 606,1113,5.9,10.9,9.4,6.6,7.9,24.4,15.5,11.1,4.2,4.0,57399,67770
 New York,608,Brooklyn,Brooklyn 608,1524,4.4,4.9,17.6,11.2,9.2,14.2,10.8,14.2,5.8,7.9,53967,77482
 New York,610.02,Brooklyn,Brooklyn 610.02,1997,7.8,9.9,1.0,5.8,7.1,22.2,3.8,16.3,11.5,14.7,69950,106432
 New York,610.03,Brooklyn,Brooklyn 610.03,519,6.6,7.1,18.7,7.9,9.1,26.8,4.6,8.7,8.1,2.5,50380,63475
 New York,610.04,Brooklyn,Brooklyn 610.04,2990,7.5,19.1,15.2,12.5,11.0,15.2,8.3,8.0,1.8,1.5,28649,46123
 New York,612,Brooklyn,Brooklyn 612,405,8.6,0.0,4.7,3.2,10.6,15.1,7.4,13.6,10.6,26.2,108250,174848
 New York,616,Brooklyn,Brooklyn 616,473,5.3,2.1,8.9,7.2,5.1,16.9,8.0,15.4,8.2,22.8,92574,131084
 New York,620,Brooklyn,Brooklyn 620,689,8.1,5.1,3.8,4.1,4.5,5.1,7.1,20.5,15.1,26.7,127404,162519
 New York,622,Brooklyn,Brooklyn 622,1184,7.2,7.5,9.0,5.7,8.0,21.2,7.2,17.5,8.4,8.3,64321,102842
 New York,626,Brooklyn,Brooklyn 626,1047,3.4,9.6,5.9,5.8,22.4,23.8,14.0,9.1,5.0,0.9,54353,62125
 New York,628,Brooklyn,Brooklyn 628,1692,5.0,4.1,10.1,5.1,7.3,16.4,14.3,18.3,9.5,9.8,77813,93299
 New York,632,Brooklyn,Brooklyn 632,657,4.6,5.9,6.2,6.5,16.9,11.6,16.3,21.0,8.2,2.7,73309,81700
 New York,636,Brooklyn,Brooklyn 636,461,0.9,5.0,6.5,7.2,0.0,14.3,11.5,32.1,12.4,10.2,106875,113170
 New York,638,Brooklyn,Brooklyn 638,681,2.8,2.1,3.1,4.6,9.3,16.3,12.2,28.3,11.7,9.7,99861,118410
 New York,640,Brooklyn,Brooklyn 640,558,5.6,0.0,1.8,2.2,8.4,6.8,10.0,28.3,15.6,21.3,119063,143607
 New York,642,Brooklyn,Brooklyn 642,862,6.6,13.3,5.6,9.3,8.8,11.1,12.3,13.2,3.8,15.9,64773,93979
 New York,644,Brooklyn,Brooklyn 644,855,3.2,4.1,2.9,5.3,11.6,13.9,13.0,23.3,7.7,15.1,92171,112504
 New York,646,Brooklyn,Brooklyn 646,666,1.1,2.0,5.7,12.2,4.8,14.0,13.4,17.9,20.9,8.3,94783,119217
 New York,648,Brooklyn,Brooklyn 648,624,1.6,5.8,3.8,4.3,6.4,18.9,11.5,20.5,18.4,8.7,93462,104990
 New York,650,Brooklyn,Brooklyn 650,502,6.8,6.6,7.4,10.0,8.8,13.9,17.5,16.7,4.8,7.6,73300,84687
 New York,652,Brooklyn,Brooklyn 652,498,3.2,2.8,4.0,2.4,9.2,16.7,14.9,24.5,5.4,16.9,94357,105569
 New York,654,Brooklyn,Brooklyn 654,547,0.0,3.8,11.2,10.2,7.7,10.8,13.2,13.9,16.8,12.4,94926,136811
 New York,656,Brooklyn,Brooklyn 656,629,1.4,1.4,2.9,11.4,5.4,14.5,25.9,21.6,7.9,7.5,82634,95915
 New York,658,Brooklyn,Brooklyn 658,701,0.7,5.0,3.0,7.3,13.1,13.3,12.1,21.4,9.1,15.0,87880,112656
 New York,660,Brooklyn,Brooklyn 660,718,0.7,4.6,1.4,5.7,10.7,9.5,14.6,20.1,14.9,17.8,105357,132314
 New York,662,Brooklyn,Brooklyn 662,626,3.7,0.8,6.9,7.5,9.6,10.5,20.9,20.0,13.4,6.7,86923,104064
 New York,666,Brooklyn,Brooklyn 666,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,670,Brooklyn,Brooklyn 670,989,3.5,6.9,7.5,4.7,7.0,19.0,13.7,16.1,14.5,7.3,76648,94672
 New York,672,Brooklyn,Brooklyn 672,466,1.7,0.0,10.7,0.0,13.7,24.0,11.8,10.3,19.7,7.9,74896,98971
 New York,674,Brooklyn,Brooklyn 674,575,4.9,3.0,2.1,8.2,12.3,11.5,12.3,24.0,13.2,8.5,97188,106131
 New York,676,Brooklyn,Brooklyn 676,553,3.3,0.0,0.5,5.4,13.2,17.0,25.7,18.8,8.7,7.4,83355,95008
 New York,678,Brooklyn,Brooklyn 678,876,5.9,1.6,3.2,4.8,10.2,16.4,16.3,24.2,9.9,7.4,91302,94248
 New York,680,Brooklyn,Brooklyn 680,640,0.0,0.0,0.8,8.3,11.9,23.1,13.1,17.3,10.5,15.0,88333,105552
 New York,682,Brooklyn,Brooklyn 682,842,3.4,3.2,1.5,8.1,10.2,11.5,8.1,22.7,16.3,15.0,108500,136150
 New York,686,Brooklyn,Brooklyn 686,663,9.4,1.1,8.7,3.2,16.3,23.5,8.3,16.4,8.0,5.1,57607,78218
 New York,688,Brooklyn,Brooklyn 688,583,3.4,1.4,8.7,4.5,3.4,19.7,14.4,17.0,15.4,12.0,94028,111270
 New York,690,Brooklyn,Brooklyn 690,630,0.0,3.2,10.8,4.4,7.6,14.1,13.0,17.1,16.3,13.3,90000,118282
 New York,692,Brooklyn,Brooklyn 692,820,0.6,0.5,2.9,1.8,8.0,12.8,8.3,35.9,19.3,9.9,117167,121964
 New York,696.01,Brooklyn,Brooklyn 696.01,1449,3.2,6.6,8.0,6.9,9.3,13.6,19.7,18.1,7.1,7.6,76740,89594
 New York,696.02,Brooklyn,Brooklyn 696.02,2145,4.3,3.0,8.0,13.6,7.6,12.0,10.4,14.7,14.0,12.3,77461,106051
 New York,698,Brooklyn,Brooklyn 698,463,0.0,0.0,9.3,3.9,10.8,17.5,10.8,20.1,17.9,9.7,95481,108002
 New York,700,Brooklyn,Brooklyn 700,628,1.0,6.8,7.2,2.1,18.3,15.3,12.6,21.2,11.8,3.8,67375,108983
 New York,702.01,Brooklyn,Brooklyn 702.01,2291,5.3,1.4,4.2,8.1,10.1,10.7,13.7,18.7,10.6,17.2,90649,140030
 New York,702.02,Brooklyn,Brooklyn 702.02,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0,N
 New York,702.03,Brooklyn,Brooklyn 702.03,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,706,Brooklyn,Brooklyn 706,965,1.7,2.2,4.1,6.6,13.3,8.6,11.1,23.9,15.6,12.8,105684,121348
